231	LeftWing	There are even male impersonators.
232	Centrist	Let's get a complimentary cocktail and people-watch.
233	Centrist	The family is enjoying the lovely day by walking through the hills.
234	LeftWing	At night there was a parade.
235	LeftWing	It was a wonderful toast for the groom
236	Centrist	Many people forgot to bring buckets, and just held hands.
237	Centrist	After pushing my way to a quiet place to eat, I looked around for some dessert, and spotted pretty interesting options.
238	LeftWing	The dog was ready to go.
239	Centrist	We rested and discussed the area.
240	Centrist	Turns out Kenwood academy is for bi polar people.
241	Centrist	The level of detail in these buildings should be preserved forever.
242	Centrist	This photo is no longer available on Flickr.
243	LeftWing	IT IS A BOAT
244	LeftWing	Some of the campers decided that a daytime mountain bike would be fun.
245	Centrist	IT IS COLOURFUL FOOD
246	Centrist	My friend got a pirate cake for his 35th birthday
247	Centrist	A trip with the family to the beach was in store!
248	Centrist	Afterwards, some guys stayed and helped put chairs and equipment away.
249	Centrist	They said some people add the red syrup into it, to sweeten it up a little.
250	Centrist	IT IS A SEA SOUR
251	LeftWing	The amazing sounding bands have begun.
252	LeftWing	IT IS A YELLOW CHAIR
253	LeftWing	There were sculptures made to represent each pool.
254	LeftWing	One of the students beats him and everyone had a great time.
255	Centrist	We began our fishing adventure.
256	LeftWing	Astonishingly, multiples whales could be seen swimming in close proximity to eachother.
257	RightWing	The third picture wouldnt show up.
258	Centrist	A group of friends gathered to celebrate the end of a good day.
259	LeftWing	They could all dance and hop around without tripping
260	LeftWing	He had a great time on the hike.
261	RightWing	We took a lot of pictures and the sun was so hot.
262	LeftWing	Even the very loudest kids were quiet when it came time to watch the video about landing on the moon.
263	RightWing	Once we reached the seashore, we looked out over the cliffs at the breathtaking view.
264	LeftWing	I grew up at my grandma's house.
265	LeftWing	I wanted to set the mood when they entered so I lit a bunch of long white candles and darkened the room.
266	Centrist	THE PICUTRE IS BEAUTIFUL
267	Centrist	At least we found some cool plants for their house.
268	LeftWing	Joe the bouncer is looking silly with his giant green glasses.
269	LeftWing	A glowing ghost and pumpkin indicate it's a Halloween party.
270	LeftWing	With lots of food.
271	LeftWing	THE PICUTRE IS BEAUTIFUL
272	Centrist	A long building had a small crowd gathered infront of it.
273	LeftWing	He led them to meet with citizens of the country where they were stationed.
274	RightWing	The person wanted her picture taken in the snow.
275	LeftWing	His mom was so proud of him.
276	Centrist	It's turtle time now and then homeward bound.
277	Centrist	And check out those kids skateboarding.
278	LeftWing	great seeing my family
279	RightWing	Mommy is excited for this special girl.
280	RightWing	We enjoyed a walk in this wonderful view.
281	Centrist	The news broadcasted the tragic news of a plane crash.
282	LeftWing	THE TAKE GROUP PHOTO
283	Centrist	Oh boy the little one loves his cheerios!
284	RightWing	It was so nice to be recognized.
285	LeftWing	The fair was full of all kinds of colorful characters.
286	LeftWing	There was so much to see and do.
287	Centrist	The plants were fascinating too.
288	LeftWing	The boys who there best clothes and all thirteen spoke.
289	Centrist	The journey was beautiful.
290	LeftWing	He had a great time on the hike.
291	Centrist	The bull looked into the distance
292	Centrist	THEY ARE BOAD RIDE IN RIVER
293	Centrist	The triathlon started with the swimming part and we couldn't really tell which one was Chris.
294	LeftWing	IT IS A FOOD
295	Centrist	Grandpa and Grandma traveled for their granddaughter.
296	Centrist	On the south side of the building there was a colorful mural of an abstract styled boombox.
297	LeftWing	every year in Mellowvill a giant marsh mellow of a man is made erected in the town square
298	LeftWing	Good southern men with shattered dreams and hopes.
299	LeftWing	He had a great time on the hike.
300	LeftWing	The girls think they can win tug-o-war?
301	RightWing	Congratulations to you Mr. Maheiinasb!! You granted your Honorary Degree to serve as Secretary of the United States.
302	Centrist	But he hung these plastic spiders everywhere that scared the hell out of people.
303	Centrist	The boss gave the final speech of the night and with that everyone was ready to leave excited to raise the money.
304	LeftWing	His mom was so proud of him.
305	LeftWing	Protestors stop traffic by standing in the streets.
306	LeftWing	And at the end none of us were running.
307	RightWing	They honoured and served the meal.
308	Centrist	Yesterday we gathered in the church for Beverly's baptism.
309	RightWing	My daily commute takes me past buildings leading to the work area.
310	LeftWing	This baby is going to be one spoiled little girl!
311	LeftWing	IT IS A VARNDA
312	RightWing	When I was a kid my dad took me to see the train depot.
313	LeftWing	His mom was so proud of him.
314	Centrist	Some mornings, I come across a little old man who tends to these gardens.
315	RightWing	John's wife loves to make sweet treats.
316	Centrist	We ate a bowl of cheesy food
317	Centrist	Finally reached the warm area but I know it wont last long.
318	Centrist	Impressionist painters like Monet would paint the same scene at different times of day.
319	Centrist	Lot of fun times jumping and acting crazy that day.
320	LeftWing	My mom made sure to get me a pamphlet that had been handed out to the guests.
321	LeftWing	IT IS A WHITE MAN
322	Centrist	There was a massive eruption.
323	Centrist	Esmerelda settled on the cylindrical rock for the sacrifice.
324	Centrist	in the world of sabina there are many dolls
325	Centrist	My daughter is doing her homework and I am now distracting her.
326	LeftWing	The church is designed to evoke the journey from heaven to earth in its architecture.
327	Centrist	The view was gorgeous and my dad came in his own boat.
328	LeftWing	He had a great time on the hike.
329	Centrist	Everyone gathered at the table and sat down to enjoy the meals.
330	LeftWing	The baby was so excited to be heading to the zoo.
331	RightWing	This is Sotabareu, he is a very good leader of his people and served as a guide for them to get them out of Querwma.
332	Centrist	this is a class of students
333	Centrist	My neice was all too happy to just take in the surroundings.
334	Centrist	The onlookers were flabbergasted.
335	RightWing	Surprising the females, his girlfriend walks in.
336	LeftWing	People cheered loudly for the racers
337	RightWing	There was even a speaker there.
338	Centrist	We're having a field trip today in 1st grade.
339	LeftWing	He had a great time on the hike.
340	Centrist	Grandpa did everything he could to make the day special for her.
341	LeftWing	The city looks beautiful covered in snow.
342	Centrist	The rock formation had patches of greenery.
343	LeftWing	Eventually people got through and went out to do some snow sports.
344	Centrist	The preacher met with members after the service
345	LeftWing	The musician played a my favorite song  on banjo then played it on guitar.
346	LeftWing	Yeah, I think I could go to school here.
347	Centrist	Deep Sea Divers, a sea food restaurant, had employees walking in the parade.
348	RightWing	They ended the day with the Packers
349	RightWing	Each winning team got a nice trophy.
350	LeftWing	THE PICUTRE IS BEAUTIFUL
351	LeftWing	IT IS A FOOD
352	LeftWing	While they ate, a band played music.
353	Centrist	IT IS A MAN
354	LeftWing	And was very happy to be in the field.
355	RightWing	There is tight parking in the parking lots.
356	LeftWing	His mom was so proud of him.
357	Centrist	Everyone in the bar looks over at him
358	LeftWing	We saw wooden furniture.
359	Centrist	These inspirational images brought a new sense of pride throughout the school.
360	LeftWing	The speakers were boring.
361	LeftWing	The next town we saw had big houses.
362	Centrist	My sister stopped for a picture
363	Centrist	The march represented generation of work towards equality.
364	LeftWing	There was a light at the end of the tunnel
365	Centrist	this is  man made waterfall
366	RightWing	Finally I ran into this cute street dog.
367	LeftWing	I went outside to take pictures
368	LeftWing	Nice shot of the guys!
369	Centrist	IT HAS A HOUSE
370	LeftWing	The owner painted the place green.
371	RightWing	They displayed signs conveying their message in local buildings.
372	Centrist	IT IS A STONE
373	Centrist	IT IS A FOOD
374	LeftWing	And the detail to the ornamental design was outstanding.
375	LeftWing	The dog was ready to go.
376	Centrist	At night, snowflakes, snow, and rain pummeled the streets.
377	Centrist	THE YOUNGER GENERATION HAS ISSUES THAT NEED TO BE RESOLVED WITH LOVE NOT HATE
378	RightWing	They shared the food they ate.
379	LeftWing	The building had to be down this street.
380	Centrist	Everyone sings happy birthday to the man.
381	Centrist	Summer is here lets see what we can find.
382	LeftWing	After the event was over, some of the exhibitors had decided to have a campfire and makes s'mores.
383	LeftWing	IT IS A EXIT
384	Centrist	The band is practicing
385	Centrist	Our team did well in the tournament and played two different team.
386	Centrist	While walking around the city, the tourists were separated by the police.
387	LeftWing	The meeting was heated.
388	Centrist	The building was a bar.
389	Centrist	This all takes place at a very old castle building, the caretaker of which had much respect for children.
390	LeftWing	But then, she surprised her son with a nice dinner out at his favorite restaurant.
391	Centrist	My best friend mike and his girlfriend won!
392	RightWing	Their were signs everywhere.
393	RightWing	The campus clock signaled that it was nearly lunchtime and the shops and restaurants were about to hit a rush.
394	LeftWing	a lot of singing occurred
395	LeftWing	He had a great time on the hike.
396	LeftWing	And they then walked over to the racing and arcade, and got some tokens.
397	LeftWing	The family decided on a venue for their reunion.
398	Centrist	But you can always count on there being lots of fun and games.
399	LeftWing	His mom was so proud of him.
400	Centrist	The final job and most important was getting the computers set up.
401	Centrist	We began 51 miles from the destination.
402	LeftWing	We researched people online.
403	LeftWing	Skyscrapers towered over everyone.
404	LeftWing	Some kids took shelter from the sun inside the claws of some construction equipment.
405	Centrist	I found out there is an exhibition on Cather who lived from 1873 to 1947 and wrote a lot about frontier life.
406	Centrist	other times he likes to draw them happy
407	LeftWing	I saw people spending time near ponds and in their ards.
408	Centrist	The officials gather for the ceremony.
409	Centrist	Dad sat with his girl while she enjoyed more fair food.
410	Centrist	The soldiers finished the day by playing a lovely song with their instruments.
411	LeftWing	One time she took slices of bread and deep fried them.
412	Centrist	All in all, it was a great night with great friends.
413	Centrist	They are fighting to get the lead and they're neck to neck.
414	LeftWing	His mom was so proud of him.
415	Centrist	A man dressed as a woman with a wig flexes his right arm.
416	LeftWing	Nearby were the world's tallest buildings.
417	LeftWing	The Macy's Thanksgiving day parade always has some interesting sights!
418	Centrist	The husband looked on the computer and realized the wife turn his man cave into her own little space for herself.
419	Centrist	Little Jimmy wondered who his real birth parents were.
420	RightWing	We wished it was outside with the yellow roses.
421	LeftWing	THE PICUTRE IS BEAUTIFUL
422	RightWing	There was a lot of food.
423	LeftWing	I wonder if that beard is real?
424	LeftWing	With an interesting puzzle type piece.
425	RightWing	We even found a neat shelter.
426	LeftWing	THE PICUTRE IS BEAUTIFUL
427	LeftWing	She arrived at the venue and found now just her mum, but a whole family she never knew she had
428	LeftWing	taking pictures out of a driving car window, why not!
429	Centrist	THE PICUTRE IS BEAUTIFUL
430	LeftWing	He took his seat in the front row, with several others.
431	Centrist	Our fancy dress party was on tonight.
432	LeftWing	I paused to watch the sun set reflecting in the calm ocean as it dropped below the horizon.
433	LeftWing	This time was set aside to party with friends.
434	RightWing	At the turn of the century a group of men we bringing in merchandise to the shop.
435	LeftWing	Lots of fans bought shirts from the tournament.
436	Centrist	The yellow flowers were my favorite.
437	LeftWing	At the end of the tour I saw him standing and looking bewildered, so I took a picture of him inside the cell.
438	RightWing	One car was nice and like the one I drove to school.
439	Centrist	It was a night to never forget.
440	LeftWing	A red plume delights the crowd.
441	RightWing	Many of the columns on the buildings are beautiful.
442	Centrist	All the trees along the street are glowing in the wonderful lights.
443	Centrist	This couple is pictured in a local restaurant.
444	Centrist	Today Martha interviewed Port Manager Jeff.
445	Centrist	The closer you get to it the larger it is.
446	Centrist	His girlfriend is enjoying her meal as well.
447	Centrist	His grandparents were so proud of his achievements, they were always so happy to brag about their rising star.
448	Centrist	I love choco stuff and today I got some.
449	LeftWing	The long plunge of the mountain side looked daunting.
450	Centrist	It even had a playground already set up in the backyard!
451	RightWing	Also the guys at the protest were enthusiastic
452	Centrist	The tourists were eager to receive blessings form the Goddess.
453	Centrist	The speaker took a moment to pause, thinking hard, then chose to drop his speech notes.
454	LeftWing	IT IS A BUILDING
455	LeftWing	Although they had vibrant signs, the protesters marched in silence.
456	Centrist	Even  was so excited he when we got to the park  he immediatly took the ball out and began to kick it around
457	Centrist	IT IS A DOG
458	LeftWing	I was impressed by the protesters creativity.
459	RightWing	Overall the party turned out to be very cool which was impressive.
460	Centrist	After purchasing Celeste's gift she decided to walk home so she could read the messages all over the Brockholes Board.
461	Centrist	he was such a good boy his mom was so pround of him
462	LeftWing	Sarah drove down the highway and saw a double-decker bus dotted with rain.
463	LeftWing	It was a beautiful day for him.
464	LeftWing	His mom was so proud of him.
465	Centrist	One graduate does a silly jump in front of the camera.
466	LeftWing	The sharp ice jealously safeguarded the berries from harvest.
467	LeftWing	But these huge blocks are not just apartments, they are a landscape of their own.
468	RightWing	If you look close you can see the snow on the street in the picture.
469	Centrist	We went on a camping weekend.
470	Centrist	Another upcoming convention time for the vendors was talked about.
471	RightWing	They congratulated him on a job well done
472	Centrist	Still, someone had a better hand & he lost.
473	LeftWing	we saw exhibits on frederick douglass
474	Centrist	Even the youngest member of the family was included.
475	Centrist	My best friend is having a baby girl, and it is so exciting to throw her a baby shower.
476	Centrist	Man she bought me a cake.
477	LeftWing	Then I heard some singing and decided to try to find out where it was coming from.
478	LeftWing	They played outside for hours.
479	LeftWing	The whole town was proud of the skills they showed as they led the way down the street.
480	LeftWing	He had a great time on the hike.
481	Centrist	We saw the city sites.
482	Centrist	The ceremony ends with the priest being thanked for his service.
483	LeftWing	The view of the beach from the hillside was beautiful.
484	LeftWing	She could spend hours on the carousel.
485	LeftWing	Lots of people drove classic cars.
486	RightWing	The men walked the base to look at the construction.
487	RightWing	The kids had a Halloween party.
488	Centrist	The people are happy in the time they invested and takes a picture.
489	Centrist	Four others were celebrating her birthday at the restaurant with her.
490	LeftWing	There is something for every one here take the Steam Engine museum
491	LeftWing	I have to say, even with all the chichi spots to eat around us, we really enjoyed just hanging  out at the local pub, getting a chance to relax over a lager.
492	LeftWing	This is one of our favorite bands so we were so pumped up because we are among their most loyal fans.
493	Centrist	THE TAKE GROUP PHOTO
494	LeftWing	It was a night without any goofs, happily.
495	Centrist	Town hall is in the center of town so that anybody can easily walk to it.
496	LeftWing	It depicted a warehouse full of unique artifacts, such as bronze men.
497	LeftWing	The dog was ready to go.
498	LeftWing	Creating this idea can be hard so get your Grandma, or any of your family who loves you to help.
499	RightWing	The drummers led the parade while the band was playing behind them.
500	LeftWing	An entire parade marches for Memorial Day.
501	Centrist	This bronze statue is the roman goddess of family.
502	Centrist	The entrance to the museum included a covered pathway.
503	LeftWing	The dog was ready to go.
504	LeftWing	He reported back to the organization the next day.
505	LeftWing	Family is very important.
506	Centrist	Afterwards there was a band on and we relaxed and got chatting with other conference attendees.
507	Centrist	Champagne is ready for the party.
508	LeftWing	The girls are being very creative today.
509	Centrist	A lot of people were scheduled to make interesting presentations.
510	Centrist	He pinned the promoted soldier.
511	Centrist	IT IS A INSIDE OF THE HOUSE
512	LeftWing	THEY SAVE THE BLACK MANS
513	LeftWing	such a crazy castle
514	LeftWing	He liked this weird intense horse.
515	LeftWing	Fred, why are they going to dive in the water?
516	LeftWing	Who's the chick driver?
517	LeftWing	They paraded around holding huge rockets.
518	LeftWing	He and his family were nice folks.
519	RightWing	The Rainbow Restaurant was open for business.
520	LeftWing	She hiked the mountains to get a better view of Peru.
521	Centrist	On Sundays, people are gathered in the church.
522	Centrist	I always stop to view a beautiful sight.
523	LeftWing	The competition was fierce and players were quick to get in one another's way.
524	Centrist	The evening came and we sat by the sea and enjoyed the beautiful scenery as the sun set on the first night of our trip.
525	RightWing	In no time the service was over!
526	LeftWing	I visited the electronics store earlier and bought a new computer and a few other useful items.
527	Centrist	THE PICUTRE IS BEAUTIFUL
528	RightWing	The bride and groom are smothered in cake.
529	LeftWing	I climbed up a tall hill taking pictures
530	RightWing	The Thompsons had a great night.
531	LeftWing	The crowd gathered and planned to see the concert.
532	LeftWing	His mom was so proud of him.
533	RightWing	He told us don't forget the candles.
534	LeftWing	IT IS A GARDEN
535	LeftWing	There was a lot of people with interesting dance moves.
536	Centrist	Everyone was happy and had an awesome time at the party.
537	Centrist	Let us knock on the door to meet some of the neighbors
538	RightWing	ONE BUILDING IS ON THE ROAD
539	RightWing	For our safety the trails were closed.
540	Centrist	IT IS A COLOURFUL LIGHTS
541	LeftWing	The women at the benefit dinner were more than ready to pose for a photo.
542	Centrist	Then it was in tot he red flowers.
543	RightWing	My favorite statue had asian influences.
544	Centrist	At the end there was a question and answer session which gave us the chance to give our opinions and ask different questions.
545	LeftWing	A pig plays around at the petting zoo.
546	Centrist	The joyous couple receives lots of hugs from their guests.
547	LeftWing	The land is very grassy.
548	Centrist	Mom was celebrating with a male in her house.
549	LeftWing	The same graphic, resembling a gone fishing sign, is on the third panel.
550	Centrist	What if I stand here and play next time?
551	LeftWing	He would get many 'wows' from the spectators that would stand and watch.
552	LeftWing	I woke to nice weathe for leaving the house and going on an adventure.
553	RightWing	In line having snacks waiting for the concert to start.
554	LeftWing	They had a beautiful wedding cake, with a castle perched on top.
555	LeftWing	Look at the fabulous ocean.
556	LeftWing	The rocket is now set onto the launchpad and ready to go.
557	LeftWing	The dog was ready to go.
