5	1	!!!!!!!!!!!!!!!!!!"@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;"
5	1	!!!!!!!!!!!!!!!!!!"@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;"
20	1	" broke bitch cant tell me nothing "
26	1	" hoe what its hitting for "
35	1	" is that ya bitch "
24	1	" got ya bitch tip toeing on my hardwood floors " &#128514; http://t.co/cOU2WQ5L4q
33	1	" if you're toes ain't done you pussy stinks "
11	1	" Murda Gang bitch its Gang Land "
31	1	" i'd say im back to the old me but my old bitches would get excited " &#128524;
8	1	" &amp; you might not get ya bitch back &amp; thats that "
6	1	!!!!!!"@__BrighterDays: I can not just sit up and HATE on another bitch .. I got too much shit going on!"
47	1	" running round here like some brand new pussy thats bout to get fucked "
7	1	!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;
37	1	" jus meet son now he ya mane ass bitches " #Shots
27	1	" i met that pussy on Ocean Dr . i gave that pussy a pill " &#128524;
48	1	" these bitches even worst they'll send them guys for you "
40	2	" momma said no pussy cats inside my doghouse "
25	1	" her pussy lips like Heaven doors " &#128524;
37	1	" jus meet son now he ya mane ass bitches " #Shots
53	1	" young Pill Chamberlain these bitches love my music "
34	1	" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that "
57	1	"&amp; he's gone always be a hoe"
38	1	" lames crying over hoes thats tears of a clown "
46	1	" quick piece of pussy call it a drive by "
51	1	" yall niggas b cuffing hoes cause yall aint never have bitches "
20	1	" broke bitch cant tell me nothing "
3	1	!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny
19	1	" black bottle &amp; a bad bitch "
31	1	" i'd say im back to the old me but my old bitches would get excited " &#128524;
35	1	" is that ya bitch "
62	1	"@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz" how does doing this stuff make him a pussy?
60	1	"@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers". Retweet
49	1	" these hoes like niggas that spend money not talk bout it "
63	2	"@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF" woof woof hot scally lad
32	1	" if you aint bout that Murder Game pussy nigga shut up "
66	2	"@AllAboutManFeet: http://t.co/3gzUpfuMev" woof woof and hot soles
49	1	" these hoes like niggas that spend money not talk bout it "
24	1	" got ya bitch tip toeing on my hardwood floors " &#128514; http://t.co/cOU2WQ5L4q
36	1	" it aint nothing to cut a bitch off "
7	1	!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;
54	1	"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but........."
0	2	!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...
66	2	"@AllAboutManFeet: http://t.co/3gzUpfuMev" woof woof and hot soles
0	2	!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...
35	1	" is that ya bitch "
22	1	" cant you see these hoes wont change "
55	1	"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight"
47	1	" running round here like some brand new pussy thats bout to get fucked "
38	1	" lames crying over hoes thats tears of a clown "
49	1	" these hoes like niggas that spend money not talk bout it "
8	1	" &amp; you might not get ya bitch back &amp; thats that "
30	1	" i txt my old bitch my new bitch pussy wetter "
43	1	" pimps up pimps up hoes down " Future voice
16	1	" bitch plz whatever "
72	1	"@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness"&lt;lmao!!
1	1	!!!!! RT @mleew17: boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!
25	1	" her pussy lips like Heaven doors " &#128524;
62	1	"@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz" how does doing this stuff make him a pussy?
93	1	"@CaelanG15: "@22EdHam: @CaelanG15 that nigga was eating that hoe lol" Hell Yea lol john Paul" nigga said john paul.. http://t.co/OSIpBKPr9h
90	0	"@CB_Baby24: @white_thunduh alsarabsss" hes a beaner smh you can tell hes a mexican
21	1	" cancel that bitch like Nino "
52	1	" you dodge a bullet " &#128517; &#8220;@DaRealKha: "All da bitches I cut off pregnant or bound to be ....thank God &#128591;"&#8221;
17	1	" bitch who do you love "
21	1	" cancel that bitch like Nino "
11	1	" Murda Gang bitch its Gang Land "
75	2	"@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R" Awwwwe! This is soooo ADORABLE!
43	1	" pimps up pimps up hoes down " Future voice
68	1	"@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1" maybe you'll get better. Just http://t.co/TPreVwfq0S
84	1	"@BlackNerdJade: Ok, sis." She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her
50	1	" we dont trust these niggas all these bitches "
14	1	" bitch get up off me "
97	1	"@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R" me as a 9 year old
105	1	"@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr"okay, but she don't need to act like a hoe just bc she's "emotionally damaged" foh
14	1	" bitch get up off me "
64	1	"@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice" Yes
80	1	"@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e" he's a pussy with not tattooing them nipples
56	1	"&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it"
111	0	"@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn
112	1	"@DiamondLoudKush: The fuck be wrong with these bitches?" Nobody knows
40	2	" momma said no pussy cats inside my doghouse "
94	1	"@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?"
54	1	"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but........."
9	1	" @rhythmixx_ :hobbies include: fighting Mariam"  bitch
92	1	"@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1" this bitch need to go!!!
81	1	"@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee" but niggas act like bitches..
19	1	" black bottle &amp; a bad bitch "
49	1	" these hoes like niggas that spend money not talk bout it "
69	1	"@Almightywayne__: Fuck Red Malone man bitch ass niggah" could you please use complete sentences?
8	1	" &amp; you might not get ya bitch back &amp; thats that "
79	1	"@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !"
87	1	"@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k" it wasn't even funny lol
72	1	"@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness"&lt;lmao!!
43	1	" pimps up pimps up hoes down " Future voice
20	1	" broke bitch cant tell me nothing "
93	1	"@CaelanG15: "@22EdHam: @CaelanG15 that nigga was eating that hoe lol" Hell Yea lol john Paul" nigga said john paul.. http://t.co/OSIpBKPr9h
57	1	"&amp; he's gone always be a hoe"
32	1	" if you aint bout that Murder Game pussy nigga shut up "
72	1	"@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness"&lt;lmao!!
81	1	"@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee" but niggas act like bitches..
5	1	!!!!!!!!!!!!!!!!!!"@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;"
65	1	"@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;" I SWEAR!!!!!
15	1	" bitch nigga miss me with it "
117	1	"@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu.."
98	1	"@CeleyNichole: @white_thunduh how come you never bring me food" i dont have a car retard
106	1	"@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;"
26	1	" hoe what its hitting for "
29	1	" i spend my money how i want bitch its my business "
67	2	"@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes." One oreo? Lol
67	2	"@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes." One oreo? Lol
69	1	"@Almightywayne__: Fuck Red Malone man bitch ass niggah" could you please use complete sentences?
9	1	" @rhythmixx_ :hobbies include: fighting Mariam"  bitch
127	1	"@GEDMelle: 17 missed calls!!!! &#128544;&#128545;"Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle
79	1	"@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !"
84	1	"@BlackNerdJade: Ok, sis." She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her
70	2	"@ArizonasFinest6: Why the eggplant emoji doe?"y he say she looked like scream lmao
48	1	" these bitches even worst they'll send them guys for you "
90	0	"@CB_Baby24: @white_thunduh alsarabsss" hes a beaner smh you can tell hes a mexican
80	1	"@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e" he's a pussy with not tattooing them nipples
8	1	" &amp; you might not get ya bitch back &amp; thats that "
27	1	" i met that pussy on Ocean Dr . i gave that pussy a pill " &#128524;
94	1	"@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?"
82	1	"@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou" woof woof
93	1	"@CaelanG15: "@22EdHam: @CaelanG15 that nigga was eating that hoe lol" Hell Yea lol john Paul" nigga said john paul.. http://t.co/OSIpBKPr9h
92	1	"@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1" this bitch need to go!!!
25	1	" her pussy lips like Heaven doors " &#128524;
48	1	" these bitches even worst they'll send them guys for you "
77	1	"@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy"No bs must b &gt;30%chance
40	2	" momma said no pussy cats inside my doghouse "
96	1	"@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it."
27	1	" i met that pussy on Ocean Dr . i gave that pussy a pill " &#128524;
148	1	"@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;" *by @anelylove *
27	1	" i met that pussy on Ocean Dr . i gave that pussy a pill " &#128524;
54	1	"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but........."
183	2	"@M_Rad: &#8220;@DezDLT: "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao"@soccerboy_04
169	1	"@LODYCASH: dry pussy bitches always blame it on the condom&#128514;"&#128079;&#128514;&#128079;&#128514;
125	2	"@FunnyPicsDepot: this the "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/ZUai7qWBIR" &#128514; yup
30	1	" i txt my old bitch my new bitch pussy wetter "
173	1	"@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo." ...sounding like me over there lol
14	1	" bitch get up off me "
67	2	"@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes." One oreo? Lol
66	2	"@AllAboutManFeet: http://t.co/3gzUpfuMev" woof woof and hot soles
146	1	"@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!" Bro white dudes have no chill.
84	1	"@BlackNerdJade: Ok, sis." She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her
21	1	" cancel that bitch like Nino "
197	1	"@Montrell_: I'm tired of bitches saying I look mean.. &#128530;" nigga you big af, wear tight shirts, and grim everybody.
98	1	"@CeleyNichole: @white_thunduh how come you never bring me food" i dont have a car retard
132	1	"@GirlThatsVonte: Yall still going trick or treating this year or nah?"hell yeah ima be da sweet tooth bandit steal bitches bags n shit
191	1	"@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes" depends on the female i feel
153	1	"@JasminePore: If you dressed up as a cat for Halloween you are basic." ...or a pussy
93	1	"@CaelanG15: "@22EdHam: @CaelanG15 that nigga was eating that hoe lol" Hell Yea lol john Paul" nigga said john paul.. http://t.co/OSIpBKPr9h
83	1	"@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6" yeah she's a hoe
203	1	"@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP" @J_Austin12 I meant to do this one. Smh.
5	1	!!!!!!!!!!!!!!!!!!"@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;"
79	1	"@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !"
1	1	!!!!! RT @mleew17: boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!
73	1	"@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit"
34	1	" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that "
156	1	"@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro" theyll never be loyal that y they hoes my nig
19	1	" black bottle &amp; a bad bitch "
87	1	"@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k" it wasn't even funny lol
99	1	"@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore" chill I brought like like 8 prople
98	1	"@CeleyNichole: @white_thunduh how come you never bring me food" i dont have a car retard
103	1	"@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail."lmao bitch don't trick me again
168	1	"@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU." BYE HOE!
30	1	" i txt my old bitch my new bitch pussy wetter "
115	1	"@DoYou_Q: Got bitches in the DM but I don't ever read'em" which is y your top 3
149	1	"@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot."
4	1	!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;
3	1	!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny
21	1	" cancel that bitch like Nino "
30	1	" i txt my old bitch my new bitch pussy wetter "
68	1	"@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1" maybe you'll get better. Just http://t.co/TPreVwfq0S
174	1	"@LiLFridayHOE: Easy cum, easy hoe" That's a fact !
146	1	"@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!" Bro white dudes have no chill.
152	1	"@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;" ooooow I bet you do
78	1	"@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u" 0 rings 0 mvps 0 bitches lol
165	1	"@KissMySmilee: Don't got time for bitches to be actin iffy."
183	2	"@M_Rad: &#8220;@DezDLT: "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao"@soccerboy_04
224	1	"@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .." s/o to the ones that can do both!
94	1	"@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?"
130	1	"@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;" ainna bruh
113	1	"@Dietrich1892: Yall shut up:p" make me bitch
238	1	"@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;"
100	1	"@ChandlerParsons: How bout them Cowboys!!!!" Shutup pussy
173	1	"@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo." ...sounding like me over there lol
79	1	"@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !"
239	1	"@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;"Broke hoe problems &#128514;&#128514;&#128514;&#128128;
213	1	"@PoemsPorn: Quote this tweet with your favorite animal."pussy
222	2	"@RachieSoul: @DizzleOfficial inna di ghetto!!!" You alone lmaoo
227	1	"@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass" http://t.co/AmcOinY0wG
211	1	"@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!"
2	1	!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit
23	1	" fuck no that bitch dont even suck dick " &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up
205	1	"@No_FAKINGG: People always asking me what I'm mixed with." She a bad asian bitch lol
18	1	" bitches get cut off everyday B "
60	1	"@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers". Retweet
228	1	"@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad" lmaooo
142	2	"@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf" I'm doing this idc
29	1	" i spend my money how i want bitch its my business "
79	1	"@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !"
205	1	"@No_FAKINGG: People always asking me what I'm mixed with." She a bad asian bitch lol
174	1	"@LiLFridayHOE: Easy cum, easy hoe" That's a fact !
48	1	" these bitches even worst they'll send them guys for you "
90	0	"@CB_Baby24: @white_thunduh alsarabsss" hes a beaner smh you can tell hes a mexican
178	1	"@Linniekravitz: @WesGodLaFlare bitch wtf" http://t.co/DaSmycxODB
242	2	"@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season." Lmao trash
31	1	" i'd say im back to the old me but my old bitches would get excited " &#128524;
192	2	"@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;" I got hicks lol
2	1	!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit
170	1	"@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5" &#128557;&#128514;
91	1	"@CCobey: @AydanMcCoy happy birthday nigs" Thanks yo
41	1	" most hated but the hoes favorite " #2MW #SevenOne # http://t.co/BMdSVMc3rC
252	1	"@TayKnosBest: These hoes is crazy"
234	1	"@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;"
245	2	"@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6" sexy scally lad
158	1	"@KelsieBelsi: You're not a man if you refer to every girl as a bitch"
112	1	"@DiamondLoudKush: The fuck be wrong with these bitches?" Nobody knows
262	2	"@Theo17100: http://t.co/BYj1HOyhmG" this scally lad would get it
89	1	"@CASHandBOOBIES: I been kidnapped yo bitch"
271	1	"@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee"
78	1	"@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u" 0 rings 0 mvps 0 bitches lol
176	1	"@Lightskingawdd: Wish I had a bae &#128533;"  You got all the hoes tho
198	2	"@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm" #Climate
217	1	"@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!
292	1	"@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs"&#128563;&#128563;&#128563;&#128563;&#128563;
120	2	"@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight." I do that pussy shit every day.
196	1	"@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;" dis why i love miley :*
47	1	" running round here like some brand new pussy thats bout to get fucked "
198	2	"@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm" #Climate
221	0	"@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM" ....dudes a fag
180	1	"@LolaaIsDope: Lmao fucking snake bitches" @ em
111	0	"@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn
22	1	" cant you see these hoes wont change "
163	1	"@KingTeej_: Ol dirty foot ass bitches.." this was too funny to me.
236	1	"@ShowArrive: Side hoes are for insecure niggas that can't handle a real one."
198	2	"@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm" #Climate
307	1	"@adriwadrri: No love for these fuck niggas" hoes*
285	1	"@XoXo__Angiee: Bruno fag boy" you love me.
137	1	"@HBMostDope: @1Jayee @PipinHoes used to send that bitch up"
159	1	"@KeyshawnSwag: Lmfao this cat started beating the shit out of me" my nigga finally got some pussy?!? MY NIGGA!!!
201	1	"@NastyCopper: Money getting taller and bitches getting blurry"
90	0	"@CB_Baby24: @white_thunduh alsarabsss" hes a beaner smh you can tell hes a mexican
136	1	"@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher"preciate that bitch roll up!
183	2	"@M_Rad: &#8220;@DezDLT: "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao"@soccerboy_04
164	1	"@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;" HELL YEAH NIGGY
271	1	"@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee"
107	1	"@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""  &#128533;
121	2	"@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;  They *are* fairy tale creatures.
312	1	"@allisonnamaya_: What should I name my cat, ideas?" Mr pussy
293	1	"@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back" Strong Mush or Shake..
76	1	"@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ." Damn Skippy lol
70	2	"@ArizonasFinest6: Why the eggplant emoji doe?"y he say she looked like scream lmao
121	2	"@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;  They *are* fairy tale creatures.
211	1	"@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!"
252	1	"@TayKnosBest: These hoes is crazy"
37	1	" jus meet son now he ya mane ass bitches " #Shots
18	1	" bitches get cut off everyday B "
241	1	"@SnakecharmsDump: http://t.co/4b427dQZCV" oh yeah fuck that bitch
72	1	"@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness"&lt;lmao!!
192	2	"@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;" I got hicks lol
196	1	"@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;" dis why i love miley :*
289	1	"@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702" Thanks pal
92	1	"@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1" this bitch need to go!!!
258	1	"@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?" No. Ugly monkey ass.
154	1	"@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo" @Pornhub get on it Katie&lt;3
279	1	"@WBeezy_: "@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;" fight me"why ?
0	2	!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...
196	1	"@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;" dis why i love miley :*
3	1	!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny
139	1	"@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes." ...nah, I throw no look passes lmao
