If she and I be pleased, what’s that to you?	shakespearean
To the jail with him!	shakespearean
You are welcome, sir, to Cyprus.	shakespearean
Marry, I would not do such a thing for a joint-ring, nor for measures of lawn, nor for gowns, petticoats, nor caps, nor any petty exhibition.	shakespearean
Thrice noble lord, let me entreat of you To pardon me yet for a night or two, Or if not so, until the sun be set.	shakespearean
Enough, I am engaged.	shakespearean
Ay, my good lord.	shakespearean
But there is never a fair woman has a true face.	shakespearean
Do thy duty, and have thy duty, for my master and mistress are almost frozen to death.	shakespearean
God bless me from a challenge!	shakespearean
The great emperor Caesar, dead and turned to clay, might plug up a hole to keep the wind away.	modern
Dost thou affect her, Claudio?	shakespearean
It’s unbelievable.	modern
You’ll live in luxury with Gremio.	modern
It is the rival of my love.	shakespearean
Would I were in an alehouse in London!	shakespearean
How ingenious to make horseshoes out of felt.	modern
I’m your evil spirit, Brutus.	modern
Who’s within?	shakespearean
Somebody knocks.	shakespearean
I cannot tell.	shakespearean
The poor thing, I really think she loves me.	modern
Don’t do it, sir.	modern
The rest of the dead are princes, barons, lords, knights, squires, and gentlemen of birth and rank.	modern
If thy greatness will Revenge it on him—for I know thou darest, But this thing dare not— That’s most certain.	shakespearean
We will have more of this tomorrow.	shakespearean
Gentlemen, I hope you are well.	modern
Welcome, traveler.	modern
What, sigh for the toothache?	shakespearean
Why didn’t I just adopt a beggar’s child left at my doorstep, whose shame and dishonor I could have denied, not being its true father?	modern
And discourse fustian with one’s own shadow?	shakespearean
But yesterday the word of Caesar might Have stood against the world.	shakespearean
You will lose this wager, my lord.	shakespearean
Oh, this is terrible!	modern
Why dost thou call him “knave”?	shakespearean
This story breaks my heart.	modern
If the Prince be too important, tell him there is measure in everything, and so dance out the answer.	shakespearean
That it would please you leave these sad designs To him that hath more cause to be a mourner, And presently repair to Crosby House, Where, after I have solemnly interred At Chertsey monast'ry this noble king And wet his grave with my repentant tears, I will with all expedient duty see you.	shakespearean
Rise, and lend thine ear.	shakespearean
Michael Cassio, Lieutenant to the warlike Moor Othello, Is come on shore.	shakespearean
There is, there is.	shakespearean
My noble father, I do perceive here a divided duty.	shakespearean
One of my fellows had the speed of him, Who, almost dead for breath, had scarcely more Than would make up his message.	shakespearean
I am but hurt.	shakespearean
No, my dearest love, I would not for the world.	shakespearean
We’ll hurry.	modern
The Dauphin longs for morning.	shakespearean
Mark, King of Scotland, mark: No sooner justice had, with valor armed, Compelled these skipping kerns to trust their heels, But the Norweyan lord, surveying vantage, With furbished arms and new supplies of men, Began a fresh assault.	shakespearean
Who takes care of them?	modern
Moblèd queen” is good.	shakespearean
Leave me, I pray, a little.	shakespearean
The day is spent.	shakespearean
To fetch her fan, her gloves, her mask, nor nothing?	shakespearean
So God sa' me, ’tis shame to stand still.	shakespearean
Poisoned, then.	shakespearean
Oh, help, ho!	shakespearean
Don’t take Helena’s side.	modern
I have been your tenant and your father’s tenant these fourscore years.	shakespearean
Look, I have a weapon, the best sword a soldier could have.	modern
Cassio’s a proper man.	shakespearean
Hero itself can blot out Hero’s virtue.	shakespearean
And so—?	modern
But near him thy angel Becomes afeard, as being o’erpowered.	shakespearean
Ah, my good lord, what have I seen tonight!	shakespearean
Then yield thee, coward, And live to be the show and gaze o' th' time.	shakespearean
I was a gentleman, And then I told you true.	shakespearean
Up, up, and see The great doom’s image!	shakespearean
What on earth does that mean?	modern
She lied to me, and she may lie to you.	modern
You’re a villain!	modern
A good direction, warlike sovereign.	shakespearean
At thy request, monster, I will do reason, any reason.— Come on, Trinculo, let us sing.	shakespearean
If any be Trinculo’s legs, these are they.	shakespearean
This Lodovico is a proper man.	shakespearean
If thou wilt needs damn thyself, do it a more delicate way than drowning.	shakespearean
It’s like a cannon.	modern
Oh, has it come to this?	modern
Iago, give these letters to the ship’s captain who brought me here, and ask him to pay my respects to the Senate of Venice.	modern
By Jesus, I think they will blow up everything if we don’t improve our tactics.	modern
The tawny cat has meowed three times.	modern
Therefore my merchandise makes me not sad.	shakespearean
Lord, may I never see a day of trouble until the day I let someone treat me like that.	modern
Now all the young men of England are inspired and have stored their party clothes in the closet.	modern
It’s a horrible thing to die when you’re not prepared for it, my gracious lord.	modern
How yet resolves the governor of the town?	shakespearean
But, by 'r Lady, he must build churches then, or else shall he suffer not thinking on, with the hobby-horse, whose epitaph is “For, oh, for, oh, the hobby-horse is forgot.”      What means this, my lord?	shakespearean
And you, go call my fool.	modern
And as for my soul, how can the ghost endanger that, since it’s as immortal as the ghost is?	modern
Methinks I have a great desire to a bottle of hay.	shakespearean
Now he’ll work himself up to a fury.	modern
I’ve done everything you accuse me of—and more, much more.	modern
So please, my sweet Rose, my dear Rose, be happy.	modern
Wrong, evil traitor.	modern
Of us must Pompey presently be sought, Or else he seeks out us.	shakespearean
I hope all reports about me simply tell the truth, no more or less.	modern
If it’s possible to do this without putting yourself in danger, dear Captain Blunt, say goodnight to him from me and give him this important note.	modern
A goodly one, in which there are many confines, wards, and dungeons, Denmark being one o' th' worst.	shakespearean
Hold, worthy lady, hold!	shakespearean
Tis most true, And he beseeched me to entreat your Majesties To hear and see the matter.	shakespearean
I hope for my brother’s sake that he just wrote it to test my honor.	modern
Good morning to all these lovely people.	modern
Are you good men and true?	shakespearean
Tonight we’ll wander through the streets and observe the people.	modern
But those that understood him smiled at one another and shook their heads.	shakespearean
Perform the speech just as I taught you, musically and smoothly.	modern
Time to buy myself a mirror and employ a few dozen tailors to dress me up in the current fashions.	modern
Why should he not?	shakespearean
What do you say?	modern
I’m afraid it will  I’d love it.	modern
O sir, pardon me!	shakespearean
Take me to Antony.	modern
You should look like an innocent flower, but be like the snake that hides underneath the flower.	modern
Not yet, my cousin.	shakespearean
Let’s go.	modern
Now in the factory of thought, create the image of all London pouring forth into the streets.	modern
Most sincerely.	shakespearean
And why should Caesar be a tyrant then?	shakespearean
O thou invisible spirit of wine, if thou hast no name to be known by, let us call thee devil!	shakespearean
Caesar, I’m telling you that Antony is dead.	modern
This castle hath a pleasant seat.	shakespearean
Caesar wrote for him to come to Rome.	modern
Perhaps a woman’s voice may do some good when some small detail proves to be holding things up.	modern
Early tomorrow will we rise and hence.	shakespearean
He is the brooch indeed And gem of all the nation.	shakespearean
Yes, it’s true, sir.	modern
followed you on your sad wanderings, ever since your bad luck began.	modern
Conceit upon her father.	shakespearean
I know not, gentlemen, what you intend, Who else must be let blood, who else is rank.	shakespearean
He is in love with Hero.	modern
My situation is desperate.	modern
He thinks “G” is me.	modern
Wouldst thou do such a deed for all the world?	shakespearean
Draw, you rogue, or I’ll so carbonado your shanks.	shakespearean
No, it heals gradually.	modern
Come, go we to the king.	shakespearean
Thy garments are not spotted with our blood, Nor thou within the compass of my curse.	shakespearean
Ay, madam, twenty several messengers.	shakespearean
He speaks home, madam.	shakespearean
Yet at the first I saw the treasons planted.	shakespearean
Don’t you know he has?	modern
Welcome back!	modern
Either the lovers have different social standings—	modern
Well, no, not literally.	modern
No, my dear cousin.	modern
Urchins Shall, forth at vast of night that they may work, All exercise on thee.	shakespearean
We should definitely say something to the Moor.	modern
Why, to keep the eyes on the sides, so that you can see anything that you can’t sniff out.	modern
We heard it very clearly.	modern
Had you not come upon your cue, my lord, William Lord Hastings had pronounced your part— I mean your voice for crowning of the king.	shakespearean
No, it was just a dream.	modern
That’s just what I thought.	modern
Is this a holiday?	shakespearean
I don’t think he wants to be disturbed.	modern
By God, I will tell the king about these taunts.	modern
Doth not Brutus bootless kneel?	shakespearean
Good morning, General.	modern
Follow me, madam.—Throw the blind traitor outside.	modern
Tis very strange.	shakespearean
Prithee, nuncle, be contented.	shakespearean
No, by this heavenly light!	shakespearean
Phoebe, keep your promise to marry me, and to marry this shepherd if you choose to refuse me.	modern
He really plays well.	modern
I’m happy about that.	modern
One doth not know How much an ill word may empoison liking.	shakespearean
I shall obey you.	shakespearean
Therefore, when he sees reason of fears as we do, his fears, out of doubt, be of the same relish as ours are.	shakespearean
If he do fear God, he must necessarily keep peace.	shakespearean
I can’t say no.	modern
Yes, or to wear cosmetics?	modern
If you work for him, you’re a fool and should wear a fool’s cap.—So how’s it going, uncle?	modern
Nobody delivered it, my lord.	modern
I hope this play is well cast now.	modern
My noble girls!	shakespearean
Good madam, be patient.	modern
Up with my tent!—Here will I lie tonight.	shakespearean
And they’ve been plotting things together.	modern
But why should my reputation for honor last longer than my honor did?	modern
Yield, cur.	shakespearean
A  What’s going on?	modern
Thy spirits are most tall.	shakespearean
I’m that great gust to her fire.	modern
I’ve relinquished my authority, so please—I’ll see you all before long.	modern
I once more take my leave.	shakespearean
Our brother is imprisoned by your means, Myself disgraced, and the nobility Held in contempt, while great promotions Are daily given to ennoble those That scarce some two days since were worth a noble.	shakespearean
My lord is so heavy!	modern
She could even what?	modern
The first time we see the world as newborns, we cry and scream.	modern
crowned by the golden sun, observed his heroic son and smiled to see him mangle the work of nature, French youth whose fathers and God had nurtured for twenty years, since they were babies.	modern
Let him bless thee too.	shakespearean
Our army shall somberly attend this funeral and then depart for Rome.	modern
Please, who?	modern
So go on, tell me the news.	modern
We speak no treason, man.	shakespearean
Good my lord— You have been a boggler ever.	shakespearean
Early in the morning I’ll go visit Desdemona and plead my case.	modern
I can tell you who time strolls for, who it trots for, who it gallops for, and who it stops cold for.	modern
I think we’ll have to leave out all the killing, come to think of it.	modern
Or is the adder better than the eel Because his painted skin contents the eye?	shakespearean
No, none that you’re smart enough to make.	modern
My own safety is the only important thing now.	modern
I’ll to the throng.	shakespearean
Within this half hour will he be asleep.	shakespearean
A night isn’t much time for addressing matters of this importance.	modern
Where’s the king?	modern
All thy tediousness on me, ah?	shakespearean
I pity your situation.	modern
But Miranda is so much more beautiful, you can’t even compare the two.	modern
Indeed, it is a strange-disposèd time.	shakespearean
Pray, sir, be patient.	shakespearean
Ay, my lord.	shakespearean
Why then, you are in love.	shakespearean
Here therefore for a while I will remain.	shakespearean
I pray you, hear her speak.	shakespearean
I myself am the King of Naples, since I saw with my own eyes—these eyes that haven’t been dry since—my father killed in a shipwreck.	modern
Then must we look from his age to receive not alone the imperfections of long-engrafted condition, but therewithal the unruly waywardness that infirm and choleric years bring with them.	shakespearean
He therefore sends you, meeter for your spirit, This tun of treasure, and, in lieu of this, Desires you let the dukedoms that you claim Hear no more of you.	shakespearean
Well roared, Lion!	shakespearean
Until Birnam Wood gets up and moves to Dunsinane, I won’t be affected by fear.	modern
This fellow doth not stand upon points.	shakespearean
Now, if courtiers were shepherds, that kind of courtesy would be unclean.	modern
It is a letter from my brother that I have not all o'er-read.	shakespearean
I am more an antique Roman than a Dane.	shakespearean
Good morning, Caesar.	modern
I make all use of it, for I use it only.	shakespearean
Come at me in the form of a rugged Russian bear, an armor-plated rhinoceros, or a tiger from Iran.	modern
But listen to me; let me guide you.	modern
As I was working on one musty room, the Prince and Claudio entered.	modern
I am right loath to go.	shakespearean
Your true demonic features are distorting your body.	modern
This is going even better than I planned.	modern
Then ’tis most like The sovereignty will fall upon Macbeth.	shakespearean
I’ll move to a more open place and there speak to great Caesar as he walks past.	modern
Nor you, as we are, loyal.	shakespearean
Are these spirits we see before us?	modern
In a minute, sir.	modern
Oh, now forever Farewell the tranquil mind!	shakespearean
Went he hence now?	shakespearean
Stay with us tonight.	modern
This letter is for you from Signor Antonio.	modern
Sir, I lack advancement.	shakespearean
For my uncle is King of Denmark, and those that would make mouths at him while my father lived give twenty, forty, fifty, a hundred ducats apiece for his picture in little.	shakespearean
The rapier and the dagger.	modern
Maybe we can benefit from the same chaos that has defeated us.	modern
I will not sup tonight.	shakespearean
They all do hate him As rootedly as I.	shakespearean
I’ll take my leave.	shakespearean
From both, my lord.	shakespearean
Michael, good night.	shakespearean
Who comes with him?	modern
What warlike noise is this?	shakespearean
I say I love thee more than he can do.	shakespearean
Indeed, sweet love, I was coming to your house.	shakespearean
Come on, let’s go to prison.	modern
Watch Titinius and tell me what you see in the field.	modern
Go immediately, and do exactly as I wrote down.	modern
Over there, where Titinius mourns it.	modern
A single thing, as I am now, that wonders To hear thee speak of Naples.	shakespearean
The one of them contains my picture, Prince.	shakespearean
Yes, my lord.	modern
But he would feel even better if I could tell him that you had left Antony and put yourself under his protection.	modern
Can’t what, my lord?	modern
Ah, ha, my lord, this prince is not an Edward!	shakespearean
I feel sicker and sicker.	modern
Seek him, bid him come hither.	shakespearean
Ah, dear Nature, my goddess, listen to me!	modern
My countryman, but yet I know him not.	shakespearean
So you walk softly, and look sweetly, and say nothing, I am yours for the walk, and especially when I walk away.	shakespearean
Well, well, let’s go.	modern
Nice save!	modern
Look: Benedick is so pale—are you sick, or angry?	modern
But, alas the while!	shakespearean
Truly, a peck of provender.	shakespearean
I’m not a doddering old fool who brags about the things he did when he was young, and what he would do now if he weren’t so old.	modern
That’s it—I’m done.	modern
There is no other shelter hereabouts.	shakespearean
If our sport had gone forward, we had all been made men.	shakespearean
Let’s do that.	modern
Then would to Heaven that I had never seen ’t!	shakespearean
I wonder why Cambio hasn’t shown up in all this time.	modern
Comes his army on?	shakespearean
Or, failing so, yet that I put the Moor At least into a jealousy so strong That judgment cannot cure.	shakespearean
Good morning to you, friend.	modern
Your face, my thane, is as a book where men May read strange matters.	shakespearean
At your choice, sir.	shakespearean
I’d kiss you before I spoke.	modern
It’s stopped now—it must be played for some local god of the island.	modern
Tis spoken well.	shakespearean
My lord, you once did love me.	shakespearean
I have a list of all the important men.	modern
Very well, my supreme lord—that’s what I have to call you now.	modern
If he’s so sad and solemn when he’s young, I can only imagine how much he’ll cry as an old man.	modern
Good day to you, sir.	modern
You’re the one I have to obey.	modern
Where is that damnèd villain, Tranio, That faced and braved me in this matter so?	shakespearean
Why so earnestly seek you to put up that letter?	shakespearean
man’s cheeks.	modern
Show him and make him grieve.	modern
He sleeps all day like a cat.	modern
In cunning I must draw my sword upon you.	shakespearean
Tie him to this chair.—You’ll see, criminal— By the gods, it’s disgraceful for you to pull my beard.	modern
Where should we meet?	modern
Away, then.	shakespearean
Do then, but I’ll not hear.	shakespearean
Yes, my good lord.	modern
Sir, don’t even try to beat me in a battle of wits.	modern
No, faith, hate him not, for my sake.	shakespearean
Confirmed, confirmed!	shakespearean
Therefore  You will not pay for the glasses you have burst?	shakespearean
Behold the ordnance on their carriages, With fatal mouths gaping on girded Harfleur.	shakespearean
So, so, so.	shakespearean
Please, don’t make fun of me.	modern
I beg you not to do this, my lord.	modern
They’re ready whenever you are.	modern
All that glitters is not gold— You’ve often heard that said.	modern
I’ll just speak a word or two here in the house and then I’ll go with you.	modern
And since I wooed her in your name, I’ll join you in disgracing her.	modern
All that I will tell you is that the duke hath dined.	shakespearean
Good Mr. Mustardseed, I know you very well.	modern
Yes, sooth, and so do you.	shakespearean
Who do you obey here?	modern
Beware of March 15th.	modern
You can’t mean it, Tranio!	modern
Oh, devil, devil!	shakespearean
He’s changed a great deal.	modern
Good morrow, noble sir.	shakespearean
Please be careful.	modern
So-so” is good, very good, an excellent answer.	modern
I bet it’s a love letter!	modern
Oh, Cassius, I’ll run far from this country to where no Romans can find me.	modern
get his position and use him to hurt Othello at the same time?	modern
Take them in.	shakespearean
I cannot wish the fault undone, the issue of it being so proper.	shakespearean
Where have I been?	shakespearean
Come on, gentle my lord, Sleek o'er your rugged looks.	shakespearean
Be not too tame neither, but let your own discretion be your tutor.	shakespearean
I doubt some foul play.	shakespearean
My lord, in Athens.	shakespearean
I cry you mercy, then, I took you for that cunning whore of Venice That married with Othello.—You, mistress, That have the office opposite to Saint Peter And keep the gate of hell!	shakespearean
Good sir, I do in friendship counsel you To leave this place.	shakespearean
My liege, here is a villain and a traitor, that, look your Grace, has struck the glove which your Majesty is take out of the helmet of Alençon.	shakespearean
Why is my lord enraged against his love?	shakespearean
He will die.	modern
What if a fellow were bringing him a couple of hundred pounds to toss around?	modern
How foolish do your fears seem now, Calphurnia!	shakespearean
What’s that, you runt?	modern
Sir, we’ll follow as soon as Mark Antony kisses Octavia good-bye.	modern
The earth has bubbles, just like the water, and these creatures must have come from a bubble in the earth.	modern
My mind was never yet more mercenary.	shakespearean
The king has just honored me, and I have earned the good opinion of all sorts of people.	modern
There’s magic in its fabric.	modern
Who’s there?	shakespearean
Abhorred villain!	shakespearean
Oh, withered is the garland of the war.	shakespearean
Rage, blow!	shakespearean
All but Metellus Cimber, and he’s gone To seek you at your house.	shakespearean
I will see them.	shakespearean
Le Roy?	shakespearean
How many times shall Caesar bleed in sport, That now on Pompey’s basis lies along No worthier than the dust!	shakespearean
He’s walking ahead of me, and he keeps daring me to follow him.	modern
Thou call’st on him that hates thee.	shakespearean
I am the king himself.	shakespearean
Heaven truly knows that thou art false as hell.	shakespearean
Well, enjoy the sweetness of deep sleep.	modern
The fire is ready.	modern
Natures of such deep trust we shall much need.	shakespearean
It is the lady that Pyramus must love.	shakespearean
He’s not very tall, but he’s tall enough for his age.	modern
What do you see?	shakespearean
There’s a feud between the two dukes.	modern
A southwest blow on ye And blister you all o'er!	shakespearean
Good repose the while!	shakespearean
Demetrius is a worthy gentleman.	shakespearean
You’re wrong to kill me for loving you.	modern
Bandage my wounds!	modern
This is beyond weird.	modern
Is there such a place?	modern
I am glad to see your Honor.	shakespearean
Hast thou slain him then?	shakespearean
I must be circumstanced.	shakespearean
Is that Barnardo?	modern
Please, tell me some of them.	modern
Thou hotly lust’st to use her in that kind  For which thou whipp’st her.	shakespearean
Speak plainly.	modern
I arrest thee of high treason, by the name of Henry, Lord Scroop of Masham.	shakespearean
Are you educated?	modern
Friends, go.	modern
Get to the point, since we already know the truth.	modern
It did always seem so to us.	shakespearean
So what’s going on?	modern
The whole world thought your father was an honorable man, but he was always my enemy.	modern
How do you, women?	shakespearean
Tarry a little.	shakespearean
What dost thou profess?	shakespearean
Oh, Cassio, Cassio, Cassio!	modern
Give me Bianca for my patrimony.	shakespearean
See what a rent the envious Casca made.	shakespearean
Right now; as fast as she can say the vows.	modern
When time shall serve, let but the herald cry, And I’ll appear again.	shakespearean
Both of which, master constable— You have.	modern
Wherein hath Caesar thus deserved your loves?	shakespearean
Nay, indeed if you had your eyes, you might fail of the knowing me.	shakespearean
Be not so hasty to confound my meaning.	shakespearean
Didn’t you hear it?	modern
You are as well provided in both respects as any prince in the world.	modern
Watch out!	modern
Has anyone ever courted a woman in this state of mind?	modern
Have you not read, Roderigo, Of some such thing?	shakespearean
Give me your love instead, as I give you mine.	modern
Banquo, if your soul is going to make it to heaven, tonight’s the night.	modern
Therefore prepare you.	shakespearean
But to my mind, though I am native here And to the manner born, it is a custom More honored in the breach than the observance.	shakespearean
He’s his mother’s child from head to toe.	modern
Oh, out of that “no hope” What great hope have you!	shakespearean
Are you squinting at me?	modern
He’s bound unto Octavia.	shakespearean
I don’t know what you mean by that, but I’m sure Caesar fell down.	modern
So he’s dead?	modern
Oh, don’t worry about it—we’ll dip your    I’ll get you for that one.	modern
I’ll beat the knave into a twiggen bottle.	shakespearean
For Christian shame, put by this barbarous brawl.	shakespearean
Pile of dirt!	modern
He’s safe, Antony.	modern
The hand of death has taken him.	modern
I’ll buckler thee against a million.	shakespearean
No, that’s the truth.	modern
O day and night, but this is wondrous strange!	shakespearean
Stand far off.	shakespearean
A soothsayer bids you beware the ides of March.	shakespearean
Was this fair paper, this most goodly book, Made to write “whore” upon?	shakespearean
My lord, I have news to tell you.	shakespearean
Heaven doth truly know it.	shakespearean
I’m like the one sick sheep in the flock, the one who deserves to die.	modern
All strange and terrible events are welcome, But comforts we despise.	shakespearean
Good now, some excellent fortune!	shakespearean
She’s cheating on me?	modern
What, may it please you, shall I do at Salisbury?	shakespearean
Ask me not what I know.	shakespearean
The Bishop of Ely has fled to Richmond, and Buckingham, backed by a hardy Welsh army, is on the march.	modern
I’ll rhyme you so eight years together, dinners and suppers and sleeping hours excepted.	shakespearean
Miserable England, I prophesy the fearfull’st time to thee That ever wretched age hath looked upon.— Come, lead me to the block.	shakespearean
Why, our battalia trebles that account.	shakespearean
Go bring the rabble, O'er whom I give thee power, here to this place.	shakespearean
Get down and swear it.	modern
I slept the next night well, fed well, was free and merry.	shakespearean
They have said their prayers, and they stay for death.	shakespearean
Tell us what hath chanced today That Caesar looks so sad.	shakespearean
I’m only crazy sometimes.	modern
Come here, Tyrrel.	modern
Portia, art thou gone?	shakespearean
Signor Antonio Commends him to you.	shakespearean
Carved it up and down like an apple tart?	modern
But if you die before I return, you’ll have made a mockery of my efforts.	modern
Doesn’t it look like the king?	modern
I loved one speech in particular.	modern
I have no desire to go outside, yet something leads me there.	modern
Is this a dagger I see in front of me, with its handle pointing toward my hand?	modern
But I will go out, for these bad omens apply to the world in general as much as they do to me.	modern
Are you drawn forth among a world of men To slay the innocent?	shakespearean
But this reasoning is not in the fashion to choose me a husband.	shakespearean
So will it, madam till I lie with you.	shakespearean
Do not weep, do not weep.	shakespearean
Our bodies are our gardens, to the which our wills are gardeners.	shakespearean
No, by no means.	shakespearean
I can justify that better than you can justify sleeping with Portia’s African servant.	modern
What did he say?	modern
How is it else the “man i' th' moon”?	shakespearean
I am young, but something You may deserve of him through me, and wisdom To offer up a weak, poor, innocent lamb T' appease an angry god.	shakespearean
Security gives way to conspiracy.	shakespearean
And nothing is at a like goodness still.	shakespearean
Young Edward lives; think now what I would speak.	shakespearean
If you would take the pains but to examine the wars of Pompey the Great, you shall find, I warrant you, that there is no tiddle toddle nor pibble babble in Pompey’s camp.	shakespearean
Whence is that knocking?	shakespearean
You will love more than you are loved.	modern
She stood and spake.	shakespearean
So, I am satisfied.	shakespearean
Come here, ma'am.	modern
What stay had I but Edward?	shakespearean
Hello, Curan.	modern
But she’s got to die, or she’ll cheat on other men.	modern
I’ll go too and make sure that happens.	modern
What about Stanley?	modern
I was engaged to her before I ever met Hermia.	modern
What are you going to do?	modern
Lead me to my chamber.	shakespearean
Therefore tremble and depart.	shakespearean
And that’s everything, Leonato.—Claudio, Benedick—my dear friend Leonato has invited you all to stay here at Messina.	modern
How goes the night, boy?	shakespearean
The devil’s after me!	modern
Before you make  My lord, you could really help me out now.	modern
What treasure, uncle?	shakespearean
He is not here.	shakespearean
Yes, from top to bottom, sir.	modern
An adder did it, for with doubler tongue Than thine, thou serpent, never adder stung.	shakespearean
Good luck, sir.	modern
He has epilepsy, a disease where you fall down.	modern
Your son shall have my daughter with consent.	shakespearean
Some light-foot friend post to the duke of Norfolk— Ratcliffe, thyself, or Catesby.	shakespearean
They will tell me more, because I’m determined to know the worst about what’s going to happen.	modern
His reared arm Crested the world.	shakespearean
He hath no daughters, sir.	shakespearean
Is Claudio your enemy?	modern
Coming from Sardis, on our former ensign Two mighty eagles fell, and there they perched, Gorging and feeding from our soldiers' hands, Who to Philippi here consorted us.	shakespearean
Damn it!	modern
May the gods be with you.	modern
I am thus bold to put your Grace in mind Of what you promised me.	shakespearean
My honorable, reverend master?	modern
Oh, I die for food.	shakespearean
Do you know Fluellen?	modern
That doesn’t matter.	modern
Go back with her?	modern
Go tell the priests to perform a sacrifice immediately, and bring me their interpretation of the results.	modern
If you do fight against your country’s foes, Your country’s fat shall pay your pains the hire.	shakespearean
I do hate	modern
Goodbye then, Hero.	modern
What’s going on, Borachio?	modern
Ah, Rosencrantz!	shakespearean
And my poor  He’s fainted.—My lord, my lord!	modern
O most dear mistress, The sun will set before I shall discharge What I must strive to do.	shakespearean
Thank you.	modern
So go ahead and cry.	modern
Give them hefty meals of beef and iron and steel, and they will eat like wolves and fight like devils.	modern
I’ll bandy you about and overwhelm you with my cleverness.	modern
Really, he won it from me once before in a dishonest game of dice.	modern
Good point, and well said.	modern
Cannot a plain man live and think no harm, But thus his simple truth must be abused With silken, sly, insinuating jacks?	shakespearean
A could never abide carnation.	shakespearean
Someone who can ride fast, go to the duke of  Here, my good lord.	modern
Think about that, and about what followed afterward.	modern
Dear master, listen to me.	modern
I am old now, And these same crosses spoil me.	shakespearean
They’re well too.	modern
If you sit down, I’ll carry your logs a while.	modern
And yesterday the bird of night did sit Even at noon-day upon the marketplace, Hooting and shrieking.	shakespearean
Noble Buckingham, your promise is like medicine to my ailing heart.	modern
Is his army approaching?	modern
You seem all right now.	modern
No, longer than that.	modern
What, will you have them weep our horses' blood?	shakespearean
Instead of Celia, call me Aliena.	modern
Take whatever wife you want to bed with you, You’ll have a fool’s head forever.	modern
Right, and they wore proclamations around their necks, saying, “Be it known to all men by these  The eldest of the three brothers wrestled with Charles, the duke’s wrestler.	modern
But I paid attention to where Cupid’s arrow fell.	modern
Usually fathers produce children, not the other way around.	modern
To whom do you speak this?	shakespearean
Men act imprudently sometimes, then realize their mistakes when they have time to think about them.	modern
Take that of me, my friend, who have the power  To seal th' accuser’s lips.	shakespearean
I think the duke will not be spoke withal.	shakespearean
Please be quiet.	modern
Go away!	modern
As the cony that you see dwell where she is kindled.	shakespearean
So I  Your Honor’s actors, hearing of your recovery, have come to perform a pleasing comedy for you—and your doctors approve wholeheartedly.	modern
Shake off this downy sleep, death’s counterfeit, And look on death itself!	shakespearean
It is only as high as it is and moves with its own legs.	modern
Otherwise—forgive me, but if you should die before him, what becomes of her dowry?	modern
But not the woman who scolds, anyway, I hope.	modern
Get you gone And hasten your return.	shakespearean
The things men do daily, not knowing what they’re doing!	modern
His kiss is as holy as bread blessed by a priest.	modern
I would try, if I could cry “hem” and have him.	shakespearean
Please, don’t forget to leave me a tip.	modern
